,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,cut_value
4591,0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68,897.7059237743342,0
4592,0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7,4006.364074670775,0
4593,1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,13110.971363794786,0
4594,0.33,Good,H,VS2,63.8,55.0,4.4,4.44,2.82,473.32681815533215,1
4595,1.7,Premium,E,SI1,61.8,58.0,7.62,7.52,4.68,13694.704349707386,0
4596,1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11,4980.772410369995,0
4597,0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,2218.218438724256,0
4598,1.7,Premium,G,SI2,62.2,59.0,7.68,7.6,4.75,10215.82404955947,0
4599,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,6388.640226844527,0
4600,0.85,Ideal,D,SI1,61.9,56.0,6.03,6.09,3.75,4257.093453144062,0
4601,0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,633.9644714515489,1
4602,1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,9181.43059243375,0
4603,0.5,Very Good,F,SI2,62.5,56.0,5.05,5.09,3.17,713.7514056129185,0
4604,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,1650.0767500947186,0
4605,0.92,Good,E,SI1,63.7,57.0,6.11,6.14,3.9,4356.6479713560075,1
4606,1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,5060.972985517157,0
4607,0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,1722.4649241822372,0
4608,1.51,Very Good,H,SI2,60.2,59.0,7.33,7.43,4.44,8356.290857308975,0
4609,0.66,Ideal,D,SI1,62.7,55.0,5.56,5.61,3.5,2408.682749059197,0
4610,1.7,Premium,F,VS1,60.6,58.0,7.71,7.68,4.66,17928.186027558928,0
4611,0.36,Premium,F,SI1,61.1,59.0,4.59,4.55,2.79,599.7588249230466,0
4612,0.41,Ideal,F,IF,62.1,55.0,4.76,4.81,2.97,1553.097193769201,0
4613,0.8,Very Good,F,VS2,62.3,57.0,5.91,5.94,3.69,4004.6769769808234,0
4614,0.52,Premium,F,VS2,62.1,59.0,5.15,5.12,3.19,1223.755090405779,0
4615,0.5,Very Good,G,VS2,60.9,58.0,5.08,5.1,3.1,1536.4371873053824,0
4616,2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,15564.078615741833,0
4617,0.74,Ideal,F,VVS2,61.5,54.0,5.84,5.86,3.6,4543.69485447582,0
4618,1.21,Premium,G,VS2,62.2,60.0,6.79,6.75,4.21,8261.89775947833,0
4619,1.6,Premium,D,SI2,61.9,58.0,7.54,7.49,4.65,10100.423514172498,0
4620,0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,2273.8027764065337,0
4621,1.52,Premium,E,VS1,60.1,59.0,7.49,7.45,4.49,15458.838419227879,0
4622,0.28,Very Good,E,VS1,60.9,59.0,4.19,4.22,2.56,959.9237883652895,0
4623,1.0,Premium,I,SI2,62.5,56.0,6.38,6.3,3.96,3582.8078088223338,0
4624,2.06,Good,I,SI1,59.0,64.0,8.39,8.13,4.89,13545.757871026017,1
4625,0.81,Very Good,J,SI1,63.1,59.0,5.88,5.91,3.72,2214.308416992899,0
4626,0.7,Very Good,E,SI1,63.3,58.0,5.63,5.57,3.55,2476.345232390595,0
4627,2.21,Ideal,H,SI2,61.9,56.0,8.4,8.36,5.19,14586.414775985522,0
4628,0.32,Ideal,H,VS2,62.2,57.0,4.38,4.36,2.72,233.40391542820362,0
4629,0.7,Good,H,VVS2,61.4,64.0,5.73,5.61,3.48,2051.6362229767947,1
4630,0.3,Very Good,G,VVS2,59.7,63.0,4.34,4.37,2.6,678.7127079361344,0
4631,0.52,Premium,F,SI1,61.1,59.0,5.21,5.17,3.17,1010.0570902984691,0
4632,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,10835.758934284651,0
4633,0.31,Premium,I,VS1,62.6,59.0,4.29,4.33,2.7,529.2098137388093,0
4634,0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,653.2638942082667,0
4635,0.32,Ideal,E,VS2,62.1,55.0,4.43,4.4,2.74,591.1597432976923,0
4636,1.07,Ideal,F,SI1,61.9,56.0,6.55,6.61,4.07,5857.757573174134,0
4637,1.51,Premium,H,VS2,62.3,59.0,7.28,7.32,4.55,10214.135145685757,0
4638,0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,694.1997881440439,0
4639,0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,1686.0469106710552,0
4640,1.03,Premium,E,VS2,61.2,59.0,6.53,6.47,3.98,6657.210693470504,0
4641,0.54,Ideal,H,VVS1,61.8,55.0,5.21,5.24,3.23,1904.634185192961,0
4642,0.32,Premium,G,SI1,62.6,58.0,4.35,4.37,2.73,522.50849650909,0
4643,1.1,Premium,H,SI1,61.6,56.0,6.66,6.61,4.09,5325.879287814936,0
4644,0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,2719.9296204504135,0
4645,0.7,Good,E,SI2,62.9,56.0,5.63,5.66,3.55,1918.4884113231274,1
4646,0.8,Good,H,SI2,58.4,61.0,6.02,6.06,3.53,3126.482600930198,1
4647,0.73,Premium,D,VS2,59.8,58.0,5.89,5.85,3.51,3368.1753125958057,0
4648,1.0,Good,E,VS2,63.7,56.0,6.37,6.34,4.05,5923.106531992789,1
4649,0.41,Ideal,F,VVS1,61.7,57.0,4.77,4.8,2.95,1255.5615829671224,0
4650,0.24,Ideal,F,VVS1,61.1,56.0,4.01,4.05,2.47,897.2170017226672,0
4651,0.55,Premium,G,SI1,60.1,61.0,5.32,5.29,3.19,1163.5480045253862,0
4652,0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48,1329.9240591955604,1
4653,0.37,Very Good,E,VVS1,60.9,56.0,4.65,4.67,2.84,1174.9596350057982,0
4654,1.11,Premium,H,VS2,62.6,58.0,6.63,6.59,4.14,6154.836866948256,0
4655,0.3,Ideal,F,VVS2,62.3,54.0,4.32,4.35,2.7,622.1124247885746,0
4656,0.51,Very Good,G,VS2,63.5,57.0,5.06,5.05,3.21,1376.110740206199,0
4657,2.1,Good,I,SI2,62.9,64.0,8.15,8.1,5.11,11067.991655260954,1
4658,0.41,Very Good,I,VVS2,59.9,57.0,4.87,4.91,2.93,881.1967431457051,0
4659,1.11,Premium,E,VS1,61.2,58.0,6.69,6.65,4.08,8751.392850564891,0
4660,1.02,Very Good,G,SI1,61.3,56.0,6.43,6.53,3.97,5231.574502425847,0
4661,0.55,Very Good,G,SI1,60.1,61.0,5.32,5.29,3.19,1163.5480045253862,0
4662,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,1404.348346670297,1
4663,2.01,Very Good,F,SI2,63.3,59.0,7.98,7.89,5.02,14016.473338835325,0
4664,0.5,Ideal,H,VS1,61.4,54.0,5.13,5.16,3.16,1418.0523636547623,0
4665,0.33,Ideal,E,VVS1,62.2,55.0,4.42,4.46,2.76,1025.0221531565403,0
4666,1.11,Ideal,G,SI1,62.6,57.0,6.64,6.56,4.13,5642.052445705511,0
4667,1.7,Ideal,I,SI1,60.4,58.0,7.73,7.67,4.65,10795.706721328956,0
4668,0.91,Very Good,I,VS2,59.9,58.0,6.35,6.27,3.78,3299.5493866059696,0
4669,0.3,Ideal,D,VS2,61.1,56.0,4.32,4.36,2.65,921.0578906634328,0
4670,1.51,Premium,F,SI1,63.0,61.0,7.3,7.27,4.59,10518.333856926241,0
4671,0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,1050.703977250938,0
4672,0.79,Ideal,D,VS2,61.3,57.0,5.95,6.0,3.66,4241.506198740797,0
4673,0.64,Good,F,I1,57.3,64.0,5.75,5.69,3.28,1819.9235606296388,1
4674,0.53,Ideal,E,VS2,60.9,59.0,5.17,5.21,3.16,1822.1161424350066,0
4675,0.41,Ideal,F,VS1,62.0,56.0,4.77,4.81,2.97,894.2743373263875,0
4676,0.9,Premium,F,VS1,59.0,58.0,6.29,6.33,3.72,5722.455743646853,0
4677,0.7,Very Good,G,SI1,62.7,55.0,5.63,5.66,3.54,2438.0027421793093,0
4678,1.5,Ideal,F,VS2,61.9,56.0,7.33,7.31,4.53,13540.26441289985,0
4679,0.98,Fair,E,SI2,53.3,67.0,6.82,6.74,3.61,3658.3803291508957,1
4680,0.54,Ideal,G,SI1,62.0,54.0,5.25,5.27,3.26,1315.0516503389154,0
4681,0.91,Ideal,E,SI2,62.7,57.0,6.19,6.26,3.9,3500.340418871867,0
4682,0.5,Ideal,I,SI1,62.0,55.0,5.09,5.14,3.17,898.4717133414088,0
4683,0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78,844.903158738678,0
4684,0.34,Ideal,E,VS1,62.4,55.0,4.47,4.44,2.78,736.86363148089,0
4685,0.32,Good,H,SI1,63.1,55.0,4.34,4.37,2.75,680.3487197140312,1
4686,1.04,Ideal,G,VS2,62.0,57.0,6.5,6.49,4.03,6475.768726191081,0
4687,0.49,Very Good,F,SI1,62.3,57.0,5.05,5.07,3.15,969.200509631286,0
4688,0.38,Ideal,E,IF,61.1,56.0,4.67,4.72,2.87,1477.686345757269,0
4689,0.94,Premium,F,SI2,62.3,59.0,6.32,6.23,3.91,3589.1770208011912,0
4690,0.57,Ideal,I,VS2,61.8,57.0,5.31,5.34,3.29,1194.0419213298883,0
4691,1.5,Premium,J,VS2,61.7,56.0,7.33,7.23,4.49,7902.304737000417,0
4692,0.36,Ideal,D,SI1,62.0,56.0,4.55,4.61,2.84,824.7447608963303,0
4693,0.4,Good,F,SI1,63.6,56.0,4.68,4.63,2.96,708.5833767982112,1
4694,1.0,Very Good,E,SI2,63.5,54.0,6.41,6.35,4.05,4184.829345931346,0
4695,1.03,Good,F,VS2,63.9,59.0,6.35,6.38,4.07,5896.725055880506,1
4696,0.29,Ideal,F,VVS1,61.1,57.0,4.26,4.29,2.61,834.8158676820676,0
4697,0.44,Premium,G,SI1,61.9,59.0,4.87,4.82,3.0,704.6235159243006,0
4698,0.94,Premium,H,VS2,60.1,59.0,6.35,6.32,3.81,4646.572490028152,0
4699,0.36,Premium,E,VS2,61.3,60.0,4.54,4.59,2.8,853.4040680577673,0
4700,0.71,Ideal,H,SI1,62.3,54.0,5.74,5.76,3.58,2085.3126909807615,0
4701,0.41,Very Good,H,VS2,63.4,58.0,4.77,4.66,2.99,492.0773595165665,0
4702,0.57,Ideal,G,VS1,62.1,56.0,5.33,5.3,3.3,1817.490794985879,0
4703,1.04,Very Good,D,VS1,62.3,59.0,6.39,6.48,4.01,8643.571904643999,0
4704,1.75,Premium,I,VS1,60.6,60.0,7.8,7.84,4.74,12393.549838759038,0
4705,1.14,Very Good,I,VS2,62.5,59.0,6.63,6.66,4.15,5503.536906433987,0
4706,0.36,Very Good,F,VS2,61.3,59.0,4.55,4.6,2.79,806.8278319973833,0
4707,1.7,Ideal,I,VS1,62.2,55.0,7.67,7.63,4.76,12100.705460031199,0
4708,0.55,Ideal,D,VS1,61.8,55.0,5.29,5.32,3.28,1975.8933592896065,0
4709,0.3,Ideal,D,VVS2,59.5,56.0,4.38,4.42,2.62,1003.6941812184887,0
4710,0.71,Ideal,D,SI2,62.5,57.0,5.7,5.73,3.57,2265.904428802787,0
4711,0.75,Ideal,J,SI2,60.8,57.0,5.91,5.87,3.58,1674.6650877266839,0
4712,0.51,Premium,E,SI1,58.8,58.0,5.28,5.23,3.09,1159.1931550971603,0
4713,1.51,Very Good,H,SI2,62.3,58.0,7.31,7.35,4.57,8243.8802651207,0
4714,1.03,Good,J,I1,58.2,64.0,6.64,6.69,3.88,3221.033802155842,1
4715,0.67,Fair,I,VS2,57.2,70.0,5.82,5.75,3.31,1423.2473158440625,1
4716,1.23,Premium,J,VS2,62.9,59.0,6.85,6.8,4.29,5280.641187929337,0
4717,1.0,Very Good,E,SI1,61.1,60.0,6.42,6.47,3.94,5269.321406369385,0
4718,0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,768.0726109248571,0
4719,0.38,Ideal,I,VVS1,60.6,58.0,4.69,4.71,2.85,787.9023434990595,0
4720,1.15,Ideal,G,SI1,61.7,56.0,6.72,6.76,4.16,6312.060372843782,0
4721,0.7,Ideal,G,VS1,61.3,59.0,5.68,5.7,3.49,3030.733156794886,0
4722,0.9,Good,G,VS2,62.9,62.0,6.02,6.06,3.8,4475.219159420441,1
4723,0.43,Premium,G,VVS1,62.0,59.0,4.8,4.82,2.98,1351.1782562362314,0
4724,0.5,Very Good,E,VS2,61.2,63.0,5.14,5.09,3.13,918.929047260157,0
4725,0.33,Ideal,E,VS2,61.1,56.0,4.45,4.48,2.73,917.2851189074863,0
4726,1.0,Fair,H,VS2,66.8,63.0,6.19,6.08,4.1,4243.020623913992,1
4727,0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69,3070.2248469175865,0
4728,1.01,Premium,E,SI2,60.6,58.0,6.53,6.47,3.94,4273.335938019012,0
4729,0.57,Ideal,G,SI2,61.6,54.0,5.35,5.37,3.3,1332.0381548329387,0
4730,1.02,Ideal,E,SI2,62.1,55.0,6.51,6.4,4.01,4381.019771210267,0
4731,0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,1619.9290786772108,1
4732,0.51,Ideal,D,VS2,61.9,57.0,5.15,5.09,3.17,1436.7158728454233,0
4733,1.7,Premium,H,SI1,62.5,60.0,7.54,7.49,4.7,11871.487283173126,0
4734,1.01,Premium,F,SI2,61.8,54.0,6.47,6.42,3.98,4705.55125174374,0
4735,1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72,11536.37937358964,0
4736,0.38,Ideal,D,VS1,62.3,54.0,4.64,4.7,2.9,1023.1093190200991,0
4737,0.3,Good,G,VVS2,57.9,61.0,4.4,4.42,2.56,1249.6514904664218,1
4738,0.31,Premium,F,VS2,62.3,59.0,4.33,4.3,2.69,519.9898842911498,0
4739,0.9,Very Good,H,SI2,63.0,55.0,6.1,6.16,3.86,3432.3666466159084,0
4740,1.09,Premium,E,SI2,59.4,60.0,6.81,6.7,4.01,4679.546105438629,0
4741,0.77,Very Good,J,SI1,63.3,57.0,5.84,5.79,3.68,1880.8075937787835,0
4742,0.4,Ideal,G,VS2,62.1,58.0,4.68,4.72,2.92,719.9890123920268,0
4743,0.54,Very Good,G,VS1,61.6,56.0,5.23,5.26,3.23,1745.6771659998449,0
4744,0.4,Very Good,J,IF,62.2,61.0,4.68,4.71,2.92,786.4048464739863,0
4745,1.71,Ideal,G,VVS2,62.1,55.0,7.63,7.66,4.75,18049.890592476968,0
4746,1.0,Premium,J,SI1,62.0,62.0,6.27,6.22,3.87,3576.03376543627,0
4747,0.5,Premium,E,VS1,58.8,62.0,5.17,5.14,3.03,1580.6822512516446,0
4748,1.41,Ideal,G,VS1,62.6,56.0,7.15,7.2,4.49,11852.495945400067,0
4749,1.55,Premium,D,VS2,61.5,58.0,7.48,7.51,4.61,14713.39881781187,0
4750,0.36,Ideal,D,VS2,61.5,57.0,4.56,4.58,2.81,957.0010062378205,0
4751,0.35,Premium,G,VS1,62.3,59.0,4.49,4.53,2.81,643.5734895491114,0
4752,0.53,Premium,G,VS2,59.9,60.0,5.28,5.24,3.15,1614.8397374092601,0
4753,1.5,Fair,E,SI2,69.6,62.0,6.88,6.79,4.76,8737.279445053042,1
4754,0.25,Good,E,VVS2,63.1,56.0,4.0,4.05,2.54,532.4588309899373,1
4755,0.3,Premium,D,SI1,62.0,60.0,4.26,4.29,2.65,663.2087736156755,0
4756,0.52,Premium,E,SI1,59.8,61.0,5.2,5.17,3.1,1341.9701472471825,0
4757,0.31,Premium,I,VS1,60.8,59.0,4.37,4.41,2.67,538.7480062361574,0
4758,0.31,Premium,E,SI1,59.3,59.0,4.48,4.42,2.64,517.723388672981,0
4759,0.31,Ideal,G,VS1,60.6,56.0,4.38,4.4,2.66,908.993489567205,0
4760,2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03,15524.924590769846,0
4761,1.28,Ideal,I,VS2,61.4,57.0,7.04,6.97,4.3,6682.753251509275,0
4762,0.8,Ideal,F,SI2,61.8,59.0,5.94,5.96,3.68,2623.760093531766,0
4763,0.54,Ideal,F,VS2,61.3,57.0,5.29,5.24,3.23,1303.4779479348726,0
4764,1.27,Premium,F,VVS2,61.3,60.0,6.99,6.9,4.26,12147.933359531045,0
4765,0.42,Very Good,H,SI1,63.2,58.0,4.79,4.77,3.02,335.58501203248306,0
4766,0.51,Premium,G,VS2,62.3,59.0,5.1,5.07,3.17,1385.4236303516573,0
4767,0.4,Good,D,SI2,63.1,56.0,4.65,4.67,2.94,936.4749975125997,1
4768,0.3,Ideal,E,VS2,61.5,55.0,4.29,4.33,2.65,992.8294953165896,0
4769,1.01,Very Good,G,IF,63.0,60.0,6.31,6.35,3.99,8267.311548123129,0
4770,1.02,Ideal,E,SI2,62.9,57.0,6.44,6.38,4.03,4341.287733178931,0
4771,1.1,Very Good,G,SI1,59.4,58.0,6.72,6.79,4.01,5807.507779702948,0
4772,0.9,Very Good,F,VS2,61.7,57.0,6.17,6.21,3.82,5189.14605684271,0
4773,0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,695.9451210087063,0
4774,2.01,Ideal,G,SI1,62.2,56.0,8.02,7.97,4.97,16369.272157186893,0
4775,0.31,Very Good,H,VS2,63.1,57.0,4.31,4.28,2.71,159.19846364231125,0
4776,0.7,Ideal,E,SI1,61.6,57.0,5.71,5.76,3.53,2521.6618016264038,0
4777,0.8,Ideal,F,VS1,62.4,55.0,5.92,5.88,3.68,4475.738099817558,0
4778,0.54,Ideal,D,VVS2,61.2,55.0,5.31,5.25,3.23,2441.122588879749,0
4779,0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,1252.3735288910539,1
4780,0.73,Ideal,F,SI1,61.6,55.0,5.77,5.81,3.56,2798.1006174024405,0
4781,0.56,Good,F,VS1,58.6,62.0,5.3,5.45,3.16,2164.4753434909617,1
4782,0.34,Ideal,F,VS2,61.0,57.0,4.5,4.48,2.74,813.9943162307318,0
4783,1.31,Ideal,G,VS2,61.9,56.0,7.05,7.08,4.37,9425.235605539083,0
4784,0.34,Ideal,E,SI1,61.2,57.0,4.48,4.51,2.75,827.7941905227563,0
4785,1.03,Very Good,F,VVS2,61.5,55.0,6.48,6.57,4.01,8815.364530935505,0
4786,0.33,Good,E,SI1,63.8,55.0,4.38,4.36,2.79,636.9393838773285,1
4787,0.33,Ideal,H,VS1,61.5,56.0,4.47,4.44,2.74,689.7089087009736,0
4788,0.9,Very Good,F,SI1,58.0,63.0,6.33,6.25,3.65,3986.383213092613,0
4789,0.32,Premium,E,VVS1,60.8,59.0,4.43,4.45,2.7,663.5851223974823,0
4790,0.25,Ideal,G,SI1,62.6,53.0,4.04,4.07,2.54,841.4148633057885,0
4791,1.0,Premium,F,VVS1,61.0,60.0,6.39,6.43,3.91,9066.633313644841,0
4792,0.53,Premium,D,SI1,60.0,58.0,5.24,5.29,3.16,1571.0101143037173,0
4793,1.01,Ideal,F,SI1,61.7,56.0,6.45,6.48,3.99,5178.228128498766,0
4794,0.31,Premium,E,VS2,61.6,59.0,4.32,4.35,2.67,787.1770769001378,0
4795,0.56,Very Good,F,SI1,63.2,56.0,5.29,5.24,3.33,1135.121838566487,0
4796,1.04,Premium,F,VS2,61.7,59.0,6.49,6.45,3.99,6720.887347558044,0
4797,0.32,Ideal,F,VS2,62.3,56.0,4.37,4.4,2.73,759.6828453760027,0
4798,0.53,Very Good,D,VS1,59.4,59.0,5.25,5.32,3.14,2023.7015139578798,0
4799,0.31,Ideal,E,SI2,59.5,61.0,4.42,4.45,2.64,646.1357119199929,0
4800,1.53,Premium,F,SI2,62.6,57.0,7.37,7.33,4.6,9266.7226521909,0
4801,1.2,Very Good,D,SI1,62.6,59.0,6.71,6.75,4.21,7958.883501312994,0
4802,0.52,Ideal,E,VS1,62.6,57.0,5.15,5.11,3.21,1435.891426129332,0
4803,0.7,Premium,F,SI2,60.3,58.0,5.79,5.76,3.48,1935.2844422924354,0
4804,0.33,Premium,E,VS1,60.9,58.0,4.49,4.45,2.72,603.2485773084845,0
4805,1.01,Fair,E,SI1,65.3,59.0,6.13,6.19,4.02,5393.468371185863,1
4806,1.21,Good,J,SI2,63.7,55.0,6.81,6.75,4.32,4270.357138687905,1
4807,0.3,Ideal,E,VVS1,62.1,56.0,4.3,4.33,2.68,740.6784607764494,0
4808,1.82,Premium,I,VS1,61.4,60.0,7.83,7.8,4.8,13374.651817696988,0
4809,0.52,Good,E,VS2,63.3,56.0,5.08,5.12,3.23,1456.5777115732603,1
4810,0.3,Premium,H,VS2,62.2,59.0,4.28,4.31,2.67,114.8648448822787,0
4811,0.71,Ideal,H,SI2,62.7,55.0,5.68,5.64,3.56,1972.000090907659,0
4812,0.56,Premium,G,SI2,59.6,58.0,5.42,5.35,3.21,1114.8114210615859,0
4813,0.3,Very Good,G,VS1,60.8,56.0,4.35,4.37,2.65,779.7407109027845,0
4814,1.02,Premium,J,SI2,62.6,60.0,6.42,6.39,4.01,3155.5627959964695,0
4815,1.61,Very Good,H,VS2,59.4,58.0,7.64,7.74,4.57,11118.70719626819,0
4816,0.27,Premium,F,IF,61.7,57.0,4.21,4.12,2.57,424.9566259248313,0
4817,1.01,Very Good,H,SI1,62.7,59.0,6.27,6.33,3.95,4853.53606726999,0
4818,1.7,Premium,G,SI1,62.1,57.0,7.61,7.55,4.71,12426.854049382771,0
4819,0.73,Very Good,D,SI1,62.2,57.0,5.74,5.78,3.58,3024.342403892795,0
4820,0.32,Ideal,E,VS2,62.1,55.0,4.4,4.36,2.72,746.8668986245248,0
4821,0.3,Ideal,F,SI1,62.8,56.0,4.26,4.24,2.67,662.1227736049514,0
4822,0.66,Ideal,H,SI1,62.4,58.0,5.53,5.56,3.46,1802.9080735058888,0
4823,0.64,Ideal,G,SI1,61.6,55.0,5.55,5.59,3.43,1935.9772169115313,0
4824,0.79,Very Good,D,SI2,62.8,57.0,5.85,5.9,3.69,2981.261996001751,0
4825,0.55,Ideal,E,VS2,62.0,56.0,5.26,5.25,3.26,1749.5232009930405,0
4826,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,607.9444095441286,0
4827,1.01,Good,H,SI1,63.4,59.0,6.28,6.34,4.0,4454.67550490256,1
4828,1.7,Ideal,G,VS2,62.9,55.0,7.66,7.6,4.8,13902.749447047134,0
4829,0.32,Premium,E,SI1,61.2,58.0,4.42,4.37,2.69,643.6137823228419,0
4830,0.9,Very Good,H,VS2,60.0,56.0,6.3,6.34,3.79,4304.62675524786,0
4831,1.03,Ideal,G,VVS1,62.0,56.0,6.5,6.54,4.04,7750.057230109222,0
4832,0.37,Ideal,G,SI1,61.0,56.0,4.61,4.68,2.84,893.009810787833,0
4833,0.32,Ideal,H,IF,62.0,55.0,4.39,4.42,2.73,861.1657749976694,0
4834,0.45,Good,E,SI1,63.9,57.0,4.81,4.86,3.09,955.7725095310525,1
4835,0.31,Ideal,I,IF,62.2,54.0,4.36,4.39,2.72,658.797690425883,0
4836,0.27,Premium,D,VS2,62.0,57.0,4.15,4.11,2.56,786.0637308435907,0
4837,0.31,Ideal,E,VS1,61.9,56.0,4.34,4.32,2.68,775.8244581613035,0
4838,0.52,Ideal,E,VS2,60.7,56.0,5.2,5.24,3.17,1676.0696833585243,0
4839,1.11,Ideal,D,VVS1,61.6,55.0,6.7,6.68,4.12,12299.71975397817,0
4840,0.3,Ideal,E,SI1,61.9,57.0,4.29,4.33,2.67,718.9527721106315,0
4841,0.57,Ideal,F,SI1,61.9,56.0,5.33,5.37,3.31,1468.311828727219,0
4842,0.31,Ideal,I,SI1,61.9,56.0,4.33,4.36,2.69,736.4783874739805,0
4843,0.9,Very Good,D,VS2,63.2,58.0,6.16,6.09,3.87,5301.7956933216265,0
4844,0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,3064.944324288477,0
4845,1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55,9329.191656091029,0
4846,0.41,Premium,F,VVS2,60.4,58.0,4.8,4.84,2.91,1206.6722489499443,0
4847,0.74,Ideal,E,SI1,61.6,54.0,5.82,5.9,3.61,2982.782481590486,0
4848,0.41,Very Good,J,VS1,60.8,61.0,4.72,4.79,2.89,762.9354942568498,0
4849,0.54,Good,H,SI1,63.3,57.0,5.15,5.22,3.28,1134.0851242964018,1
4850,0.42,Ideal,E,SI1,61.5,55.0,4.82,4.9,2.99,983.8382574334828,0
4851,1.5,Very Good,F,SI1,63.0,56.0,7.28,7.32,4.6,10750.22225602822,0
4852,0.37,Very Good,G,SI2,63.3,55.0,4.61,4.58,2.91,353.2052907919424,0
4853,0.54,Ideal,G,SI2,61.8,54.0,5.24,5.28,3.25,1206.229222656304,0
4854,0.57,Ideal,D,SI2,61.4,56.0,5.33,5.38,3.29,1521.223922104633,0
4855,1.2,Ideal,I,SI1,62.4,57.0,6.75,6.8,4.23,5805.50175927809,0
4856,0.78,Ideal,G,VS2,62.0,57.0,5.9,5.86,3.65,3849.352992427637,0
4857,0.73,Premium,F,SI2,61.6,58.0,5.79,5.73,3.55,2136.603830778793,0
4858,0.7,Very Good,E,VS2,58.7,63.0,5.73,5.69,3.35,3286.0993790350476,0
4859,0.41,Ideal,D,SI1,61.0,57.0,4.8,4.78,2.92,910.4895602324359,0
4860,0.71,Fair,F,SI1,57.0,62.0,5.84,5.87,3.34,2618.1762269540122,1
4861,0.4,Very Good,H,SI1,62.1,62.0,4.7,4.73,2.93,411.3287888878476,0
4862,1.02,Good,E,SI2,63.2,56.0,6.37,6.41,4.04,4215.572316082646,1
4863,1.41,Very Good,H,SI1,62.9,57.0,7.04,7.08,4.44,8845.393805547868,0
4864,0.34,Ideal,F,VS1,62.1,57.0,4.49,4.53,2.8,550.0968543310519,0
4865,1.24,Ideal,H,VS2,61.4,57.0,6.92,6.88,4.24,7451.56379743891,0
4866,0.92,Ideal,E,SI1,61.4,55.0,6.29,6.25,3.85,4467.249064538231,0
4867,1.0,Ideal,F,SI1,61.9,56.0,6.41,6.36,3.95,5109.850192106154,0
4868,1.51,Very Good,G,VS1,62.5,58.0,7.23,7.27,4.53,13598.561206863153,0
4869,1.04,Ideal,I,VS2,61.5,57.0,6.49,6.52,4.0,4686.415981189748,0
4870,0.28,Very Good,D,VVS2,62.2,59.0,4.18,4.21,2.61,491.6463794452138,0
4871,0.51,Ideal,G,VS1,60.2,56.0,5.2,5.24,3.14,1554.1898947709524,0
4872,1.64,Fair,G,I1,64.5,60.0,7.44,7.35,4.76,4654.53803433738,1
4873,0.57,Ideal,H,SI2,61.5,55.0,5.35,5.38,3.3,1028.3076190754182,0
4874,0.7,Premium,G,VVS1,61.2,56.0,5.75,5.68,3.5,3577.044747444983,0
4875,0.66,Very Good,E,VVS1,61.8,55.0,5.6,5.66,3.48,4358.77630969321,0
4876,0.71,Premium,H,VS1,62.9,57.0,5.72,5.67,3.58,2349.3265997060917,0
4877,0.71,Very Good,G,SI1,61.7,56.0,5.7,5.74,3.53,2498.671459133144,0
4878,2.04,Good,D,SI1,61.9,60.0,8.15,8.11,5.03,16199.352496065596,1
4879,0.63,Ideal,G,IF,61.9,56.0,5.5,5.52,3.41,3181.510712747451,0
4880,1.63,Very Good,H,SI2,58.2,62.0,7.77,7.72,4.51,9020.208268008055,0
4881,0.52,Premium,D,SI1,61.5,55.0,5.21,5.19,3.2,1360.554664076899,0
4882,1.3,Very Good,I,VS2,62.7,57.0,6.88,6.9,4.32,7391.577969449263,0
